UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
502741,49303,60478,84.33,130,20520,45,1066,01/02/1982,Salaried,12/09/2018,6,1570,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
459292,53913,62188,89.89,130,22637,86,1045,14/03/1971,Salaried,23/08/2018,6,1570,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,26578,41990,41990,0,0,0,0,0,0,4919,0,1,0,0yrs 5mon,0yrs 7mon,0,0
539909,52203,65188,82.07,130,15218,86,1064,01/01/1983,Self employed,26/09/2018,6,1570,1,1,0,1,0,0,783,B-Very Low Risk,1,1,0,567780,600000,600000,0,0,0,0,0,0,0,0,0,0,2yrs 2mon,2yrs 2mon,0,0
535528,49293,65188,78.24,130,15196,86,984,19/05/1962,Self employed,25/09/2018,6,1570,1,1,0,0,0,0,783,B-Very Low Risk,5,1,0,2900,31500,31500,0,0,0,0,0,0,114310,0,0,0,1yrs 7mon,4yrs 9mon,0,0
423324,51078,59115,89.66,130,20520,45,1043,01/01/1967,Self employed,06/08/2018,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
622665,48803,68662,73.55,130,22637,86,990,04/08/1992,Salaried,26/10/2018,6,1570,1,0,0,1,0,0,470,K-High Risk,12,11,1,676009,893512,872004,0,0,0,0,0,0,7761,0,1,1,1yrs 9mon,4yrs 0mon,0,0
638330,56759,66636,87.79,130,15196,86,1051,05/04/1988,Self employed,29/10/2018,6,1570,1,1,0,0,0,0,653,F-Low Risk,5,3,0,1287052,1598407,1598407,0,0,0,0,0,0,1198,0,1,1,2yrs 2mon,4yrs 1mon,1,0
428242,45349,62188,75.58,130,15196,86,1044,01/06/1974,Self employed,08/08/2018,6,1570,1,0,0,1,0,0,738,C-Very Low Risk,3,2,0,59125,63000,63000,0,0,0,0,0,0,3150,0,2,0,0yrs 9mon,1yrs 11mon,1,1
614878,56270,67954,85,130,15118,45,1042,18/01/1980,Salaried,24/10/2018,6,1570,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,3750,7313,7313,0,0,0,0,0,0,1293,0,1,0,0yrs 2mon,0yrs 2mon,0,0
430422,48349,66600,75.08,34,18680,45,1073,01/04/1982,Self employed,10/08/2018,6,1943,1,0,0,1,0,0,823,A-Very Low Risk,4,4,0,1074495,1785474,1720755,0,0,0,0,0,0,17630,0,3,0,1yrs 3mon,4yrs 7mon,0,0
431583,48145,60500,82.64,34,18680,45,1083,01/06/1971,Self employed,10/08/2018,6,1943,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,35808,50000,50000,0,0,0,0,0,0,4004,0,1,0,0yrs 6mon,0yrs 6mon,0,1
426869,48145,58600,85.32,34,18680,45,1002,03/10/1986,Self employed,08/08/2018,6,1943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
428658,48145,58600,85.32,34,18680,45,1003,01/06/1985,Self employed,09/08/2018,6,1943,1,1,0,0,0,0,730,D-Very Low Risk,6,3,0,9416,92600,92600,1,0,0,0,0,0,7468,1330,1,0,1yrs 6mon,3yrs 4mon,0,1
418738,46145,57100,84.06,34,18680,45,1075,14/02/1980,Self employed,01/08/2018,6,1943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
431172,48349,58600,85.32,34,18680,45,1083,15/06/1991,Self employed,10/08/2018,6,1943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
450096,39087,58600,69.44,34,18680,45,1003,25/06/1973,Self employed,20/08/2018,6,1943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
438848,48145,59200,84.46,34,18680,45,1024,01/06/1991,Salaried,14/08/2018,6,1943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
497386,32484,60640,56.07,34,18680,45,1019,01/01/1987,Self employed,10/09/2018,6,1835,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 3mon,3yrs 3mon,0,0
489194,48349,60640,82.45,34,18680,45,1019,01/01/1986,Salaried,04/09/2018,6,1835,1,1,0,0,0,0,685,E-Low Risk,3,1,0,0,39500,39500,0,0,0,0,0,0,0,0,0,0,3yrs 10mon,7yrs 1mon,0,1
578958,48599,66245,75.48,34,18680,45,1019,01/06/1981,Salaried,15/10/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,0,0yrs 9mon,1yrs 1mon,0,0
617623,44349,66890,68.77,34,18680,45,987,22/06/1979,Self employed,25/10/2018,6,1835,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,1850444,1850000,1850000,0,0,0,0,0,0,16349,0,1,0,0yrs 1mon,0yrs 1mon,0,0
595964,44599,65610,70.11,34,18680,45,1019,01/06/1973,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,737,C-Very Low Risk,3,2,0,198174,193000,193000,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,2yrs 1mon,0,1
490289,44145,60640,75.86,34,18680,45,1020,09/02/1992,Self employed,05/09/2018,6,1835,1,1,0,0,0,0,832,A-Very Low Risk,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 2mon,0yrs 5mon,0,1
490258,37439,55702,70.02,34,18680,45,1027,01/09/1981,Self employed,05/09/2018,6,1835,1,1,0,0,0,0,662,F-Low Risk,4,1,0,40028,40000,40000,0,0,0,0,0,0,0,0,1,0,0yrs 9mon,1yrs 7mon,0,0
596255,53303,65610,83.83,34,18680,45,1019,13/12/1993,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,599,I-Medium Risk,13,3,0,102818,118999,124176,0,0,0,0,0,0,1584,0,2,1,0yrs 7mon,1yrs 7mon,1,0
646691,46599,64226,74.74,34,18680,45,1030,24/06/1993,Salaried,31/10/2018,6,1835,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,8326,14990,14990,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0,1
596371,46145,64226,74.74,34,18680,45,1019,04/10/1991,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
473496,42394,60640,72.56,34,18680,45,1028,10/07/1988,Self employed,29/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594868,26529,65610,42.68,34,18680,45,1030,01/06/1987,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
590133,38689,65610,60.97,34,18680,45,1019,28/07/1995,Self employed,20/10/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,3930,11794,11794,0,0,0,0,0,0,3776,0,1,0,0yrs 5mon,0yrs 6mon,1,0
510963,48349,66500,75.19,34,18680,45,1019,01/06/1997,Salaried,16/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
486742,42394,60640,72.56,34,18680,45,1030,01/01/1969,Self employed,03/09/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,15057,25000,25000,0,0,0,0,0,0,1960,0,0,0,0yrs 6mon,0yrs 6mon,1,0
648358,46599,64226,74.74,34,18680,45,1027,16/05/1992,Self employed,31/10/2018,6,1835,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,0
532910,47349,66510,73.67,34,18680,45,1025,01/01/1965,Self employed,24/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
504266,45349,60640,77.51,34,18680,45,1019,01/01/1985,Self employed,14/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
470998,42394,60640,72.56,34,18680,45,1027,01/01/1983,Self employed,28/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
521300,27529,66500,43.61,34,18680,45,1019,02/09/1990,Self employed,20/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
558953,47349,66500,73.68,34,18680,45,1019,31/08/1990,Salaried,05/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
504358,47349,66330,73.87,34,18680,45,1028,01/01/1979,Self employed,14/09/2018,6,1835,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,29900,30000,30000,0,0,0,0,0,0,1620,0,0,0,2yrs 6mon,2yrs 6mon,0,0
588020,51553,64245,82.5,34,18680,45,1019,23/11/1995,Salaried,19/10/2018,6,1835,1,1,0,0,0,0,603,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0yrs 10mon,0yrs 10mon,0,0
636949,36439,61504,61.78,34,18680,45,1019,10/11/1989,Self employed,29/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
489209,29484,55702,55.65,34,18680,45,1030,12/10/1992,Self employed,04/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
465526,41394,60640,70.91,34,18680,45,1019,30/05/1982,Self employed,26/08/2018,6,1835,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,1yrs 1mon,0,0
635998,48599,66245,75.48,34,18680,45,1070,01/06/1996,Salaried,29/10/2018,6,1835,1,1,0,0,0,0,630,H-Medium Risk,1,1,0,-367,0,0,0,0,0,0,0,0,0,0,0,0,4yrs 0mon,4yrs 0mon,0,0
461239,19574,60640,34.63,34,18680,45,1019,12/05/1995,Self employed,24/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
505778,48349,65450,76.39,34,18680,45,1019,01/06/1996,Salaried,14/09/2018,6,1835,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0yrs 9mon,0yrs 9mon,0,1
541238,41394,66500,64.66,34,18680,45,1019,01/06/1974,Salaried,27/09/2018,6,1835,1,1,0,0,0,0,602,H-Medium Risk,8,2,0,273343,250000,250000,0,0,0,0,0,0,1267,0,0,0,1yrs 5mon,3yrs 6mon,0,0
589843,26779,64226,43.6,34,18680,45,1019,26/01/1991,Salaried,20/10/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,3973,7951,7951,0,0,0,0,0,0,3678,0,1,0,0yrs 6mon,0yrs 10mon,1,1
510981,46349,65450,73.34,34,18680,45,1019,13/02/1990,Salaried,16/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
618097,49553,67430,75.63,34,18680,45,1027,22/09/1996,Self employed,25/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
522479,50303,66500,78.2,34,18680,45,1027,13/02/1992,Self employed,20/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
596281,53303,65610,83.83,34,18680,45,1028,01/06/1973,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0yrs 6mon,0yrs 6mon,0,0
636581,41394,65610,65.54,34,18680,45,1020,23/12/1996,Salaried,29/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
481417,47349,60640,80.8,34,18680,45,1019,01/01/1975,Self employed,31/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
580181,46599,64226,74.74,34,18680,45,1019,20/02/1994,Salaried,15/10/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,3428,0,0,0,0yrs 6mon,0yrs 6mon,0,0
489139,22574,60640,39.58,34,18680,45,1030,04/04/1996,Salaried,04/09/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,3646,10946,10946,0,0,0,0,0,0,3287,0,1,0,0yrs 5mon,0yrs 6mon,0,0
478418,43394,60640,74.21,34,18680,45,1028,30/09/1993,Salaried,30/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
498618,44349,61654,74.61,34,18680,45,1019,01/01/1973,Salaried,10/09/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0yrs 6mon,0yrs 6mon,0,0
597809,50303,64226,80.96,34,18680,45,1019,03/07/1997,Salaried,22/10/2018,6,1835,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,4930,20000,20000,0,0,0,0,0,0,0,0,1,0,0yrs 1mon,0yrs 1mon,0,0
497316,45349,60640,77.51,34,18680,45,1019,01/01/1987,Self employed,10/09/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
595262,46599,64226,74.74,34,18680,45,1030,24/04/1995,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
449927,37439,54516,71.54,34,18680,45,1019,11/01/1983,Salaried,20/08/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0yrs 6mon,0yrs 6mon,1,0
437967,41394,59300,72.51,34,18680,45,1019,01/06/1977,Salaried,14/08/2018,6,1835,1,1,0,0,0,0,627,H-Medium Risk,3,1,0,18664,28000,28000,0,0,0,0,0,0,2452,0,1,0,0yrs 5mon,1yrs 1mon,0,0
620796,51553,64226,82.52,34,18680,45,1025,02/02/1985,Self employed,25/10/2018,6,1835,1,1,0,0,0,0,684,E-Low Risk,4,2,0,804635,1411625,1411625,0,0,0,0,0,0,44794,0,0,0,2yrs 8mon,3yrs 11mon,0,1
515837,47349,61845,79.23,34,18680,45,1019,11/02/1974,Salaried,18/09/2018,6,1835,1,1,0,0,0,0,819,A-Very Low Risk,2,2,0,524732,700631,571904,0,0,0,0,0,0,6039,0,1,0,1yrs 11mon,3yrs 5mon,0,0
587842,46599,64095,74.89,34,18680,45,1019,17/12/1996,Self employed,19/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
495483,32484,60640,56.07,34,18680,45,1027,01/06/1980,Self employed,07/09/2018,6,1835,1,0,0,1,0,0,392,K-High Risk,1,1,1,6237,56000,56000,0,0,0,0,0,0,0,0,0,1,2yrs 10mon,2yrs 10mon,0,0
579337,49553,66245,76.99,34,18680,45,1030,01/01/1970,Salaried,15/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596067,31484,67630,48.79,34,18680,45,1019,24/10/1971,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
426088,42394,60640,72.56,34,18680,45,1019,24/09/1996,Self employed,07/08/2018,6,1835,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13628,15900,15900,0,0,0,0,0,0,2391,0,1,0,0yrs 1mon,0yrs 1mon,1,0
596540,52303,65610,82.3,34,18680,45,1019,12/05/1964,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,5555,15200,15200,0,0,0,0,0,0,1267,0,0,0,4yrs 10mon,4yrs 10mon,0,0
460140,46349,57157,83.98,34,18680,45,1027,01/10/1996,Salaried,23/08/2018,6,1835,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0yrs 6mon,0yrs 6mon,0,0
463471,37439,60640,64.31,34,18680,45,1019,01/06/1967,Self employed,25/08/2018,6,1835,1,1,0,0,0,0,687,E-Low Risk,4,2,0,241595,524379,524379,0,0,0,0,0,0,0,0,0,0,1yrs 8mon,3yrs 0mon,0,0
451638,42394,60640,72.56,34,18680,45,1019,01/01/1972,Self employed,21/08/2018,6,1835,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,1,116600,158000,158000,0,0,0,0,0,0,0,0,0,0,2yrs 2mon,2yrs 2mon,0,0
478345,42394,60640,72.56,34,18680,45,1027,25/10/1991,Salaried,30/08/2018,6,1835,1,0,0,1,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,3491,0,0,1,0yrs 6mon,0yrs 6mon,1,0
579365,48599,66245,75.48,34,18680,45,1023,01/01/1982,Salaried,15/10/2018,6,1835,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,3,3,0,1508863,1345000,1345000,0,0,0,0,0,0,6745,0,2,0,0yrs 1mon,0yrs 1mon,1,0
595946,46599,64226,74.74,34,18680,45,1027,01/01/1981,Salaried,21/10/2018,6,1835,1,1,0,0,0,0,585,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 1mon,0,1
595218,46599,64226,74.74,34,18680,45,1019,01/06/1989,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,643,G-Low Risk,3,2,0,20862,470000,470000,0,0,0,0,0,0,19107,0,0,0,1yrs 1mon,2yrs 2mon,0,0
461457,47349,60640,80.8,34,18680,45,1030,18/06/1994,Salaried,24/08/2018,6,1835,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,3117,9353,9353,0,0,0,0,0,0,1559,0,1,0,0yrs 4mon,0yrs 4mon,1,0
648809,50553,66245,78.5,34,18680,45,1027,25/09/1994,Salaried,31/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
595694,44599,66245,69.44,34,18680,45,1020,01/06/1976,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,0
451730,42394,60640,72.56,34,18680,45,1020,01/06/1965,Self employed,21/08/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
514287,47349,61340,79.88,34,18680,45,1027,12/06/1997,Salaried,18/09/2018,6,1835,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
496918,28529,56000,53.57,34,18680,45,1019,27/01/1982,Self employed,08/09/2018,6,1835,1,1,0,0,0,0,727,D-Very Low Risk,7,2,0,1003590,998000,998000,0,0,0,0,0,0,0,0,0,0,0yrs 6mon,1yrs 0mon,0,0
590095,46599,64226,74.74,34,18680,45,1029,01/01/1968,Self employed,20/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
637962,36439,64226,59.17,34,18680,45,1019,18/09/1994,Self employed,29/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
644186,26529,64226,43.6,34,18680,45,1019,07/05/1975,Self employed,30/10/2018,6,1835,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 7mon,2yrs 7mon,0,0
636512,46599,64226,74.74,34,18680,45,1019,01/06/1992,Self employed,29/10/2018,6,1835,1,1,0,0,0,0,768,B-Very Low Risk,3,1,0,0,15600,15600,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,1yrs 1mon,0,0
589852,47599,64226,76.29,34,18680,45,1029,01/01/1986,Self employed,20/10/2018,6,1835,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,17378,112000,112000,0,0,0,0,0,0,0,0,0,0,2yrs 9mon,2yrs 9mon,0,1
589426,53553,67630,81.32,34,18680,45,1020,01/06/1980,Self employed,19/10/2018,6,1835,1,1,0,0,0,0,660,F-Low Risk,13,6,0,13020,189690,189690,0,0,0,0,0,0,15879,0,0,0,1yrs 2mon,3yrs 3mon,0,1
580255,51553,67630,78.37,34,18680,45,1019,01/01/1989,Self employed,15/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596426,42644,65610,67.06,34,18680,45,1020,15/12/1976,Self employed,21/10/2018,6,1835,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613680,53578,64374,84.66,34,15118,45,1045,30/06/1971,Self employed,24/10/2018,6,864,1,1,0,0,0,0,628,H-Medium Risk,10,4,0,84125,127000,127000,0,0,0,0,0,0,11177,0,1,0,1yrs 2mon,2yrs 1mon,2,0
600315,48349,66283,73.93,34,15142,86,1045,11/06/1970,Salaried,22/10/2018,6,864,1,1,0,0,0,0,705,E-Low Risk,10,4,0,11848,58265,58265,0,0,0,0,0,0,12546,0,1,0,1yrs 4mon,3yrs 7mon,0,0
534598,53078,68351,79,34,15142,86,1060,04/06/1995,Salaried,25/09/2018,6,864,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596205,57259,76504,75.81,34,15142,86,1050,27/08/1993,Salaried,21/10/2018,6,864,1,0,0,0,1,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0yrs 6mon,0yrs 6mon,0,0
472651,43394,61865,72.74,34,15142,86,990,01/01/1990,Self employed,29/08/2018,6,864,1,0,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
538137,57505,68814,85,34,15142,86,1073,01/01/1977,Self employed,26/09/2018,6,864,1,1,0,0,0,0,680,F-Low Risk,8,6,0,78250,121049,121049,0,0,0,0,0,0,3966,0,6,0,0yrs 3mon,0yrs 9mon,1,0
588824,47349,65368,73.43,34,15142,86,1050,16/07/1994,Salaried,19/10/2018,6,864,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,6994,13990,13990,0,0,0,0,0,0,3701,0,2,0,0yrs 5mon,0yrs 6mon,2,0
429990,34939,63881,56.35,34,15142,86,978,29/12/1979,Self employed,09/08/2018,6,864,1,1,0,0,0,0,792,B-Very Low Risk,2,1,0,18665,32000,32000,0,0,0,0,0,0,0,0,1,0,1yrs 10mon,3yrs 7mon,0,0
451761,55513,63881,89.07,34,15142,86,1043,16/10/1975,Self employed,21/08/2018,6,864,1,1,0,0,0,0,651,F-Low Risk,13,8,0,340926,422390,427656,0,0,0,0,0,0,16646,0,4,0,0yrs 10mon,2yrs 0mon,0,0
500693,45849,65368,73.43,34,15142,86,974,22/03/1968,Self employed,12/09/2018,6,864,1,1,0,0,0,0,797,B-Very Low Risk,7,1,0,0,28890,28890,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,4yrs 11mon,0,0
424541,48849,62165,80.43,34,15142,86,992,28/04/1991,Salaried,06/08/2018,6,864,1,0,0,0,0,1,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
524894,58759,66277,89.77,34,15142,86,1043,12/01/1986,Self employed,21/09/2018,6,864,1,1,0,0,0,0,710,D-Very Low Risk,3,3,0,17946,33546,33546,0,0,0,0,0,0,0,0,2,0,0yrs 4mon,1yrs 0mon,0,0
596627,39439,66283,60.35,34,15142,86,1045,05/05/1993,Salaried,21/10/2018,6,864,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
445417,48849,71618,69.81,34,15142,86,1046,09/01/1996,Salaried,17/08/2018,6,864,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
